url_length,num_subdomains,contains_ip,num_special_chars,https_token,digit_ratio,shortened_url,num_hyphens,tld_position,num_suspicious_words,num_parameters,email_in_url,shannon_entropy,relative_entropy,url_length,num_subdomains,contains_ip,num_special_chars,https_token,digit_ratio,shortened_url,num_hyphens,tld_position,num_suspicious_words,num_parameters,email_in_url,shannon_entropy,relative_entropy,status
52,2,False,6,0,0.0,0,0,0,0,0,0,4.065140440455372,0.7131275202364582,52,2,False,6,0,0.0,0,0,0,0,0,0,4.065140440455372,0.7131275202364582,0
35,2,False,3,1,0.0,0,0,0,0,0,0,4.093149802473811,0.7979964819550389,35,2,False,3,1,0.0,0,0,0,0,0,0,4.093149802473811,0.7979964819550389,0
48,1,False,10,0,0.0,0,0,0,0,0,0,3.839661719245795,0.6875,48,1,False,10,0,0.0,0,0,0,0,0,0,3.839661719245795,0.6875,1
33,1,False,4,1,0.0,0,0,0,0,0,0,4.27137063437885,0.8467559301100136,33,1,False,4,1,0.0,0,0,0,0,0,0,4.27137063437885,0.8467559301100136,1
17,1,False,2,0,0.0,0,0,0,0,0,0,3.734521664779752,0.9136527498406264,17,1,False,2,0,0.0,0,0,0,0,0,0,3.734521664779752,0.9136527498406264,0
71,2,False,11,1,0.11267605633802817,0,0,0,0,0,0,4.522987177443167,0.7354753113502757,71,2,False,11,1,0.11267605633802817,0,0,0,0,0,0,4.522987177443167,0.7354753113502757,0
43,3,False,5,0,0.0,0,0,0,0,0,0,4.623257196260683,0.8520146740452401,43,3,False,5,0,0.0,0,0,0,0,0,0,4.623257196260683,0.8520146740452401,0
48,2,False,5,0,0.0,0,0,0,0,0,0,4.145512835516972,0.7422633249519015,48,2,False,5,0,0.0,0,0,0,0,0,0,4.145512835516972,0.7422633249519015,1
82,2,False,10,1,0.06097560975609756,0,0,0,0,1,0,5.175919651086608,0.8141372099397464,82,2,False,10,1,0.06097560975609756,0,0,0,0,1,0,5.175919651086608,0.8141372099397464,1
192,2,False,21,1,0.5520833333333334,0,0,0,0,0,0,4.563780101231268,0.6016878924315522,192,2,False,21,1,0.5520833333333334,0,0,0,0,0,0,4.563780101231268,0.6016878924315522,1
51,2,False,5,0,0.0,0,0,0,0,0,0,3.949399793325864,0.6962453545405711,51,2,False,5,0,0.0,0,0,0,0,0,0,3.949399793325864,0.6962453545405711,1
83,2,False,11,0,0.04819277108433735,0,0,0,0,0,0,4.348604757422481,0.6821298604114993,83,2,False,11,0,0.04819277108433735,0,0,0,0,0,0,4.348604757422481,0.6821298604114993,0
67,2,False,8,1,0.014925373134328358,0,0,0,0,0,0,4.334547870034715,0.7145539298784382,67,2,False,8,1,0.014925373134328358,0,0,0,0,0,0,4.334547870034715,0.7145539298784382,1
32,2,False,4,0,0.03125,0,0,0,0,0,0,4.077819531114783,0.8155639062229566,32,2,False,4,0,0.03125,0,0,0,0,0,0,4.077819531114783,0.8155639062229566,1
64,2,False,7,1,0.140625,0,0,0,0,1,0,4.7867384298164914,0.7977897383027486,64,2,False,7,1,0.140625,0,0,0,0,1,0,4.7867384298164914,0.7977897383027486,0
69,4,False,8,0,0.0,0,2,0,0,0,0,4.067799819814767,0.6659218357227066,69,4,False,8,0,0.0,0,2,0,0,0,0,4.067799819814767,0.6659218357227066,1
27,2,False,3,1,0.0,0,0,0,0,0,0,3.606015279620733,0.7583807772486731,27,2,False,3,1,0.0,0,0,0,0,0,0,3.606015279620733,0.7583807772486731,0
30,2,False,4,1,0.0,0,1,0,0,0,0,4.0980685120588385,0.8351660653951516,30,2,False,4,1,0.0,0,1,0,0,0,0,4.0980685120588385,0.8351660653951516,1
120,2,False,19,0,0.1,0,0,0,0,0,0,4.59887197972321,0.6658382547201813,120,2,False,19,0,0.1,0,0,0,0,0,0,4.59887197972321,0.6658382547201813,0
96,2,False,10,0,0.28125,0,0,0,0,0,0,4.726017287781372,0.7176984359840772,96,2,False,10,0,0.28125,0,0,0,0,0,0,4.726017287781372,0.7176984359840772,1
71,2,False,8,0,0.04225352112676056,0,0,0,0,0,0,4.257201749228001,0.692256391441814,71,2,False,8,0,0.04225352112676056,0,0,0,0,0,0,4.257201749228001,0.692256391441814,0
19,2,False,2,0,0.0,0,0,0,0,0,0,3.9321380397593733,0.9256603431473771,19,2,False,2,0,0.0,0,0,0,0,0,0,3.9321380397593733,0.9256603431473771,0
83,2,False,7,0,0.0,0,0,0,1,0,0,4.23889214283912,0.6649201449634834,83,2,False,7,0,0.0,0,0,0,1,0,0,4.23889214283912,0.6649201449634834,1
48,2,False,7,0,0.0,0,0,0,0,0,0,4.082067386399956,0.7309032756930527,48,2,False,7,0,0.0,0,0,0,0,0,0,4.082067386399956,0.7309032756930527,0
51,2,False,9,1,0.0,0,0,0,0,0,0,4.4287798132416825,0.7807559458689016,51,2,False,9,1,0.0,0,0,0,0,0,0,4.4287798132416825,0.7807559458689016,1
91,2,False,11,1,0.06593406593406594,0,0,0,0,0,0,4.511478674014652,0.693242323005587,91,2,False,11,1,0.06593406593406594,0,0,0,0,0,0,4.511478674014652,0.693242323005587,0
81,1,False,9,0,0.0,0,0,0,0,1,1,4.396991794185412,0.6935482372902807,81,1,False,9,0,0.0,0,0,0,0,1,1,4.396991794185412,0.6935482372902807,1
61,2,False,7,1,0.09836065573770492,0,0,0,0,0,0,4.477799788659759,0.7550156976771151,61,2,False,7,1,0.09836065573770492,0,0,0,0,0,0,4.477799788659759,0.7550156976771151,0
32,2,False,4,0,0.0,0,1,0,0,0,0,4.093139062229566,0.8186278124459132,32,2,False,4,0,0.0,0,1,0,0,0,0,4.093139062229566,0.8186278124459132,0
65,2,False,7,0,0.07692307692307693,0,0,0,0,0,0,4.524548637085513,0.7512906513775789,65,2,False,7,0,0.07692307692307693,0,0,0,0,0,0,4.524548637085513,0.7512906513775789,0
29,2,False,3,1,0.0,0,0,0,0,0,0,4.21126073643228,0.8668746832595814,29,2,False,3,1,0.0,0,0,0,0,0,0,4.21126073643228,0.8668746832595814,0
19,1,False,2,0,0.0,0,0,0,0,0,0,3.43162356584743,0.8078347747194918,19,1,False,2,0,0.0,0,0,0,0,0,0,3.43162356584743,0.8078347747194918,0
50,2,False,3,0,0.0,0,0,0,0,0,0,4.0279764393852995,0.7136922529463099,50,2,False,3,0,0.0,0,0,0,0,0,0,4.0279764393852995,0.7136922529463099,1
20,1,False,3,1,0.0,0,0,0,0,0,0,3.608694969562842,0.8349733938960618,20,1,False,3,1,0.0,0,0,0,0,0,0,3.608694969562842,0.8349733938960618,0
91,1,False,13,1,0.0989010989010989,0,0,0,0,0,0,4.58035127257673,0.7038254164143205,91,1,False,13,1,0.0989010989010989,0,0,0,0,0,0,4.58035127257673,0.7038254164143205,0
39,2,False,5,0,0.0,0,1,0,0,0,0,4.272331064905147,0.808326573455146,39,2,False,5,0,0.0,0,1,0,0,0,0,4.272331064905147,0.808326573455146,0
127,2,False,13,0,0.0,0,0,0,0,0,0,4.061993209256637,0.5812242777163743,127,2,False,13,0,0.0,0,0,0,0,0,0,4.061993209256637,0.5812242777163743,0
23,2,False,3,1,0.0,0,0,0,0,0,0,3.8820451081368628,0.8581832515721014,23,2,False,3,1,0.0,0,0,0,0,0,0,3.8820451081368628,0.8581832515721014,1
41,2,False,5,1,0.0,0,0,0,0,0,0,4.277926089825635,0.7984852197679394,41,2,False,5,1,0.0,0,0,0,0,0,0,4.277926089825635,0.7984852197679394,0
169,2,False,13,0,0.21301775147928995,0,0,0,0,0,0,5.149248716540169,0.69576173492253,169,2,False,13,0,0.21301775147928995,0,0,0,0,0,0,5.149248716540169,0.69576173492253,1
49,2,False,5,1,0.0,0,0,0,0,0,0,4.191268906118179,0.7464800537308367,49,2,False,5,1,0.0,0,0,0,0,0,0,4.191268906118179,0.7464800537308367,0
59,2,False,7,1,0.0,0,0,0,0,1,0,4.4098658800469055,0.749640228557688,59,2,False,7,1,0.0,0,0,0,0,1,0,4.4098658800469055,0.749640228557688,0
62,2,False,8,1,0.0,0,0,0,0,0,0,4.314700496003897,0.7246486798691978,62,2,False,8,1,0.0,0,0,0,0,0,0,4.314700496003897,0.7246486798691978,0
56,1,False,6,0,0.08928571428571429,0,0,0,0,0,0,4.425496386606638,0.7620502700459438,56,1,False,6,0,0.08928571428571429,0,0,0,0,0,0,4.425496386606638,0.7620502700459438,1
23,2,False,2,0,0.0,0,0,0,0,0,0,3.6539967386657093,0.807769800471736,23,2,False,2,0,0.0,0,0,0,0,0,0,3.6539967386657093,0.807769800471736,1
41,1,False,7,0,0.14634146341463414,0,0,0,0,1,0,4.289882797037173,0.800716967999451,41,1,False,7,0,0.14634146341463414,0,0,0,0,1,0,4.289882797037173,0.800716967999451,1
55,2,False,6,1,0.0,0,0,0,0,0,0,3.9944383510247694,0.6909167650786986,55,2,False,6,1,0.0,0,0,0,0,0,0,3.9944383510247694,0.6909167650786986,0
41,3,True,5,0,0.3170731707317073,0,0,0,0,0,0,4.314749870418975,0.8053584672066202,41,3,True,5,0,0.3170731707317073,0,0,0,0,0,0,4.314749870418975,0.8053584672066202,1
49,1,False,5,0,0.02040816326530612,0,0,0,0,0,0,3.9597387435070277,0.7052436997536462,49,1,False,5,0,0.02040816326530612,0,0,0,0,0,0,3.9597387435070277,0.7052436997536462,1
47,2,False,5,0,0.0,0,0,0,0,0,0,4.153007937189824,0.7476715285480584,47,2,False,5,0,0.0,0,0,0,0,0,0,4.153007937189824,0.7476715285480584,0
46,1,False,5,0,0.0,0,0,0,0,0,0,4.346627923721847,0.7869248065472377,46,1,False,5,0,0.0,0,0,0,0,0,0,4.346627923721847,0.7869248065472377,1
65,2,False,10,1,0.0,0,0,0,0,0,0,4.262311997737562,0.7077468746622739,65,2,False,10,1,0.0,0,0,0,0,0,0,4.262311997737562,0.7077468746622739,0
26,2,False,3,1,0.0,0,0,0,0,0,0,3.7962176025900556,0.8076303133808438,26,2,False,3,1,0.0,0,0,0,0,0,0,3.7962176025900556,0.8076303133808438,0
36,2,False,4,0,0.0,0,0,0,0,0,0,4.0860486123130375,0.7903496880850509,36,2,False,4,0,0.0,0,0,0,0,0,0,4.0860486123130375,0.7903496880850509,0
52,2,False,5,0,0.019230769230769232,0,0,0,0,0,0,4.380647593466271,0.7684753826139566,52,2,False,5,0,0.019230769230769232,0,0,0,0,0,0,4.380647593466271,0.7684753826139566,0
142,4,False,7,1,0.1267605633802817,0,0,0,0,1,0,5.510259401280624,0.7706929083195829,142,4,False,7,1,0.1267605633802817,0,0,0,0,1,0,5.510259401280624,0.7706929083195829,1
121,5,False,12,1,0.1652892561983471,0,0,0,2,3,0,4.759461073096665,0.6878963942307178,121,5,False,12,1,0.1652892561983471,0,0,0,2,3,0,4.759461073096665,0.6878963942307178,1
37,2,False,4,1,0.0,0,0,0,0,0,0,4.0202641764397615,0.7717247653976043,37,2,False,4,1,0.0,0,0,0,0,0,0,4.0202641764397615,0.7717247653976043,1
25,1,False,4,0,0.0,0,0,0,0,0,0,3.7336606896881857,0.8040000674244194,25,1,False,4,0,0.0,0,0,0,0,0,0,3.7336606896881857,0.8040000674244194,1
32,2,False,3,1,0.0,0,0,0,0,0,0,3.8789280318460246,0.7757856063692049,32,2,False,3,1,0.0,0,0,0,0,0,0,3.8789280318460246,0.7757856063692049,1
123,1,False,16,0,0.0,0,0,0,0,3,0,4.829948957451986,0.6957059943825029,123,1,False,16,0,0.0,0,0,0,0,3,0,4.829948957451986,0.6957059943825029,1
76,2,False,10,0,0.0,0,0,0,0,3,0,4.676533803374895,0.7484936074102103,76,2,False,10,0,0.0,0,0,0,0,3,0,4.676533803374895,0.7484936074102103,1
62,1,False,10,0,0.016129032258064516,0,0,0,0,1,0,4.365430286773682,0.7331686862857294,62,1,False,10,0,0.016129032258064516,0,0,0,0,1,0,4.365430286773682,0.7331686862857294,1
127,4,False,13,1,0.14173228346456693,0,1,0,2,3,0,4.819243149603372,0.6895779915103332,127,4,False,13,1,0.14173228346456693,0,1,0,2,3,0,4.819243149603372,0.6895779915103332,1
19,1,False,4,0,0.0,0,0,0,0,0,0,3.5110854081804264,0.8265408006772137,19,1,False,4,0,0.0,0,0,0,0,0,0,3.5110854081804264,0.8265408006772137,1
38,1,False,4,0,0.15789473684210525,0,0,0,0,0,0,4.273728829005325,0.814365064695985,38,1,False,4,0,0.15789473684210525,0,0,0,0,0,0,4.273728829005325,0.814365064695985,0
40,2,False,4,0,0.05,0,1,0,0,0,0,4.208694969562841,0.7908214644248998,40,2,False,4,0,0.05,0,1,0,0,0,0,4.208694969562841,0.7908214644248998,1
78,2,False,9,0,0.038461538461538464,0,0,1,0,2,0,4.804633553652409,0.7644114706349086,78,2,False,9,0,0.038461538461538464,0,0,1,0,2,0,4.804633553652409,0.7644114706349086,1
41,2,False,2,0,0.024390243902439025,0,0,0,0,0,0,4.229145602020758,0.7893802240977472,41,2,False,2,0,0.024390243902439025,0,0,0,0,0,0,4.229145602020758,0.7893802240977472,1
49,2,False,4,0,0.0,0,0,0,0,0,0,4.338601170380906,0.7727204594424778,49,2,False,4,0,0.0,0,0,0,0,0,0,4.338601170380906,0.7727204594424778,1
99,2,False,17,0,0.1111111111111111,0,0,0,0,3,0,4.98380242391209,0.7517776926974614,99,2,False,17,0,0.1111111111111111,0,0,0,0,3,0,4.98380242391209,0.7517776926974614,0
112,1,False,14,0,0.0,0,0,0,1,1,1,4.395599714121531,0.645713315149566,112,1,False,14,0,0.0,0,0,0,1,1,1,4.395599714121531,0.645713315149566,1
52,2,False,7,0,0.0,0,1,0,0,0,0,4.221711776033764,0.7405940567354092,52,2,False,7,0,0.0,0,1,0,0,0,0,4.221711776033764,0.7405940567354092,1
26,1,False,4,1,0.0,0,0,0,0,0,0,3.5654483718208247,0.7585350702531446,26,1,False,4,1,0.0,0,0,0,0,0,0,3.5654483718208247,0.7585350702531446,1
33,2,False,5,0,0.0,0,0,0,0,0,0,3.821226604916021,0.7575194393022576,33,2,False,5,0,0.0,0,0,0,0,0,0,3.821226604916021,0.7575194393022576,0
31,3,False,3,1,0.0,0,0,0,0,0,0,3.9779168746936358,0.8029388876564317,31,3,False,3,1,0.0,0,0,0,0,0,0,3.9779168746936358,0.8029388876564317,0
45,2,False,5,0,0.17777777777777778,0,0,0,0,0,0,4.366759974483215,0.7951341556098097,45,2,False,5,0,0.17777777777777778,0,0,0,0,0,0,4.366759974483215,0.7951341556098097,0
149,2,False,46,0,0.26174496644295303,0,0,0,0,0,0,3.849194506334444,0.5331908370644357,149,2,False,46,0,0.26174496644295303,0,0,0,0,0,0,3.849194506334444,0.5331908370644357,0
61,2,False,8,0,0.06557377049180328,0,0,0,0,0,0,4.344329141937198,0.7325107983491324,61,2,False,8,0,0.06557377049180328,0,0,0,0,0,0,4.344329141937198,0.7325107983491324,1
18,2,False,2,0,0.0,0,0,0,0,0,0,3.392147223664534,0.813479192669231,18,2,False,2,0,0.0,0,0,0,0,0,0,3.392147223664534,0.813479192669231,1
39,2,False,3,0,0.07692307692307693,0,0,0,0,0,0,3.926588925024018,0.7429120362895044,39,2,False,3,0,0.07692307692307693,0,0,0,0,0,0,3.926588925024018,0.7429120362895044,1
48,2,False,6,0,0.0,0,0,0,0,0,0,4.248734053066624,0.7607453143182265,48,2,False,6,0,0.0,0,0,0,0,0,0,4.248734053066624,0.7607453143182265,1
51,2,False,5,0,0.0,0,0,0,0,0,0,3.934284108361806,0.6935805887564869,51,2,False,5,0,0.0,0,0,0,0,0,0,3.934284108361806,0.6935805887564869,0
29,2,False,3,1,0.0,0,0,0,0,0,0,3.7024715122197467,0.7621420330654296,29,2,False,3,1,0.0,0,0,0,0,0,0,3.7024715122197467,0.7621420330654296,0
41,2,False,4,0,0.0,0,0,0,0,0,0,3.875725480175073,0.723413506174889,41,2,False,4,0,0.0,0,0,0,0,0,0,3.875725480175073,0.723413506174889,1
28,1,False,3,1,0.0,0,0,0,0,0,0,3.815410725242699,0.7936611269819993,28,1,False,3,1,0.0,0,0,0,0,0,0,3.815410725242699,0.7936611269819993,0
48,1,False,4,1,0.08333333333333333,0,0,0,0,0,0,4.928508854797679,0.8824605096562935,48,1,False,4,1,0.08333333333333333,0,0,0,0,0,0,4.928508854797679,0.8824605096562935,1
105,1,False,15,0,0.0,0,0,0,0,1,1,4.533074095199079,0.6751427369273174,105,1,False,15,0,0.0,0,0,0,0,1,1,4.533074095199079,0.6751427369273174,1
68,4,False,4,0,0.19117647058823528,0,0,0,2,0,0,4.574697820064778,0.7514949888589636,68,4,False,4,0,0.19117647058823528,0,0,0,2,0,0,4.574697820064778,0.7514949888589636,1
62,2,False,6,0,0.03225806451612903,0,0,0,0,0,0,4.317775150606211,0.7251650643553711,62,2,False,6,0,0.03225806451612903,0,0,0,0,0,0,4.317775150606211,0.7251650643553711,0
24,2,False,3,1,0.0,0,0,0,0,0,0,3.855388542207534,0.8408767883273048,24,2,False,3,1,0.0,0,0,0,0,0,0,3.855388542207534,0.8408767883273048,0
77,1,False,5,0,0.3116883116883117,0,0,0,0,0,0,4.697071976531029,0.7495184247986508,77,1,False,5,0,0.3116883116883117,0,0,0,0,0,0,4.697071976531029,0.7495184247986508,1
105,2,False,10,0,0.19047619047619047,0,5,0,1,1,0,4.8986704338934075,0.7295935814387957,105,2,False,10,0,0.19047619047619047,0,5,0,1,1,0,4.8986704338934075,0.7295935814387957,1
51,2,False,9,1,0.0,0,0,0,0,0,0,4.207149735045994,0.7416844614800636,51,2,False,9,1,0.0,0,0,0,0,0,0,4.207149735045994,0.7416844614800636,0
45,2,False,4,0,0.0,0,0,0,0,0,0,3.9396648422860236,0.7173652996870924,45,2,False,4,0,0.0,0,0,0,0,0,0,3.9396648422860236,0.7173652996870924,0
35,2,False,4,0,0.0,0,0,0,0,0,0,4.207435516759524,0.8202775130286142,35,2,False,4,0,0.0,0,0,0,0,0,0,4.207435516759524,0.8202775130286142,0
21,1,False,3,0,0.047619047619047616,1,0,0,0,0,0,3.844232898763191,0.8752174601104241,21,1,False,3,0,0.047619047619047616,1,0,0,0,0,0,3.844232898763191,0.8752174601104241,1
39,2,False,5,1,0.0,0,0,0,0,0,0,4.214262795507958,0.7973400360086753,39,2,False,5,1,0.0,0,0,0,0,0,0,4.214262795507958,0.7973400360086753,0
74,3,False,7,0,0.08108108108108109,0,1,0,0,0,0,4.582726386643206,0.7380241249591906,74,3,False,7,0,0.08108108108108109,0,1,0,0,0,0,4.582726386643206,0.7380241249591906,1
26,2,False,4,1,0.0,0,1,0,0,0,0,3.719294525666979,0.7912652323382774,26,2,False,4,1,0.0,0,1,0,0,0,0,3.719294525666979,0.7912652323382774,1
20,2,False,3,0,0.0,0,0,0,0,0,0,3.446439344671015,0.7974309773334708,20,2,False,3,0,0.0,0,0,0,0,0,0,3.446439344671015,0.7974309773334708,1
27,2,False,3,0,0.0,0,0,0,0,0,0,3.6339740759971577,0.7642607894179839,27,2,False,3,0,0.0,0,0,0,0,0,0,3.6339740759971577,0.7642607894179839,0
103,1,False,16,0,0.14563106796116504,0,0,0,0,3,0,4.874912761977701,0.7290678797016898,103,1,False,16,0,0.14563106796116504,0,0,0,0,3,0,4.874912761977701,0.7290678797016898,1
31,2,False,3,0,0.0,0,0,0,0,0,0,3.8087196973440705,0.7687865919561525,31,2,False,3,0,0.0,0,0,0,0,0,0,3.8087196973440705,0.7687865919561525,0
36,2,False,3,0,0.0,0,0,0,0,0,0,4.218128820706467,0.8158974877836116,36,2,False,3,0,0.0,0,0,0,0,0,0,4.218128820706467,0.8158974877836116,0
22,2,False,4,0,0.045454545454545456,0,1,0,0,0,0,3.788754913993503,0.8496048909370343,22,2,False,4,0,0.045454545454545456,0,1,0,0,0,0,3.788754913993503,0.8496048909370343,1
30,1,False,5,0,0.4,0,0,0,0,0,0,4.0062389286533895,0.8164516511207366,30,1,False,5,0,0.4,0,0,0,0,0,0,4.0062389286533895,0.8164516511207366,1
67,1,False,9,0,0.05970149253731343,0,1,0,0,0,0,4.25019735578989,0.700648675340224,67,1,False,9,0,0.05970149253731343,0,1,0,0,0,0,4.25019735578989,0.700648675340224,1
26,2,False,2,0,0.0,0,0,0,0,0,0,3.9790978911348045,0.8465373730414394,26,2,False,2,0,0.0,0,0,0,0,0,0,3.9790978911348045,0.8465373730414394,0
124,2,False,5,0,0.29838709677419356,0,0,0,0,0,0,4.084934928395835,0.58740575417673,124,2,False,5,0,0.29838709677419356,0,0,0,0,0,0,4.084934928395835,0.58740575417673,1
24,1,False,2,0,0.0,0,0,0,0,0,0,3.8239348962840563,0.8340166131528012,24,1,False,2,0,0.0,0,0,0,0,0,0,3.8239348962840563,0.8340166131528012,0
33,1,False,4,1,0.0,0,0,0,0,0,0,3.857689287275721,0.7647477964640761,33,1,False,4,1,0.0,0,0,0,0,0,0,3.857689287275721,0.7647477964640761,0
30,2,False,3,0,0.0,0,0,0,0,0,0,4.002910079649727,0.8157732481812779,30,2,False,3,0,0.0,0,0,0,0,0,0,4.002910079649727,0.8157732481812779,1
42,3,True,4,0,0.2619047619047619,0,0,0,0,0,0,4.2431587916718465,0.7868896541118806,42,3,True,4,0,0.2619047619047619,0,0,0,0,0,0,4.2431587916718465,0.7868896541118806,1
39,2,False,5,0,0.0,0,0,0,0,0,0,3.996564718695828,0.7561514816096891,39,2,False,5,0,0.0,0,0,0,0,0,0,3.996564718695828,0.7561514816096891,1
57,2,False,4,0,0.017543859649122806,0,0,0,0,0,0,4.237526909435836,0.7264883958287085,57,2,False,4,0,0.017543859649122806,0,0,0,0,0,0,4.237526909435836,0.7264883958287085,0
45,2,False,5,1,0.0,0,0,0,0,0,0,4.019879075051286,0.7319713409191259,45,2,False,5,1,0.0,0,0,0,0,0,0,4.019879075051286,0.7319713409191259,0
99,3,False,14,0,0.010101010101010102,0,1,0,0,0,0,4.710455009885623,0.7105448205363036,99,3,False,14,0,0.010101010101010102,0,1,0,0,0,0,4.710455009885623,0.7105448205363036,0
28,2,False,3,0,0.0,0,0,0,0,0,0,3.842370993177109,0.7992692562696264,28,2,False,3,0,0.0,0,0,0,0,0,0,3.842370993177109,0.7992692562696264,0
33,2,False,4,1,0.0,0,1,0,0,0,0,4.12728313431329,0.8181920438124287,33,2,False,4,1,0.0,0,1,0,0,0,0,4.12728313431329,0.8181920438124287,0
126,2,False,11,0,0.2857142857142857,0,4,0,0,1,0,4.800502441574519,0.6880191842964657,126,2,False,11,0,0.2857142857142857,0,4,0,0,1,0,4.800502441574519,0.6880191842964657,1
43,2,False,5,1,0.046511627906976744,0,0,0,0,0,0,4.280120277605719,0.7887783716960743,43,2,False,5,1,0.046511627906976744,0,0,0,0,0,0,4.280120277605719,0.7887783716960743,0
44,2,False,3,1,0.06818181818181818,0,0,0,1,0,0,4.237285311573267,0.7761403764282179,44,2,False,3,1,0.06818181818181818,0,0,0,1,0,0,4.237285311573267,0.7761403764282179,1
56,4,False,5,0,0.07142857142857142,0,2,0,0,0,0,4.532639243749496,0.7804997808095974,56,4,False,5,0,0.07142857142857142,0,2,0,0,0,0,4.532639243749496,0.7804997808095974,1
45,2,False,5,0,0.0,0,0,0,0,0,0,4.034435120208033,0.7346218206208637,45,2,False,5,0,0.0,0,0,0,0,0,0,4.034435120208033,0.7346218206208637,1
123,5,False,12,1,0.13008130081300814,0,0,0,2,3,0,4.723897556255125,0.6804303473362776,123,5,False,12,1,0.13008130081300814,0,0,0,2,3,0,4.723897556255125,0.6804303473362776,1
128,4,False,14,1,0.203125,0,1,0,2,3,0,4.832909942690316,0.6904157060986166,128,4,False,14,1,0.203125,0,1,0,2,3,0,4.832909942690316,0.6904157060986166,1
29,2,False,4,1,0.0,0,0,0,0,0,0,4.073329701949522,0.8384820167133147,29,2,False,4,1,0.0,0,0,0,0,0,0,4.073329701949522,0.8384820167133147,0
56,2,False,6,0,0.0,0,2,0,0,0,0,4.359879028736861,0.750751260643135,56,2,False,6,0,0.0,0,2,0,0,0,0,4.359879028736861,0.750751260643135,0
45,2,False,3,1,0.0,0,0,0,0,0,0,4.296865596089289,0.7824072349934084,45,2,False,3,1,0.0,0,0,0,0,0,0,4.296865596089289,0.7824072349934084,1
27,2,False,3,0,0.0,0,0,0,0,0,0,3.8841550945958057,0.8168763388888842,27,2,False,3,0,0.0,0,0,0,0,0,0,3.8841550945958057,0.8168763388888842,0
160,3,True,13,0,0.29375,0,0,0,0,0,0,5.1551820324455235,0.7040743866421196,160,3,True,13,0,0.29375,0,0,0,0,0,0,5.1551820324455235,0.7040743866421196,1
34,2,False,3,0,0.058823529411764705,0,0,0,0,0,0,3.8780682683455234,0.762279428736312,34,2,False,3,0,0.058823529411764705,0,0,0,0,0,0,3.8780682683455234,0.762279428736312,1
27,2,False,3,0,0.0,0,0,0,0,0,0,3.680089353694807,0.7739592896825362,27,2,False,3,0,0.0,0,0,0,0,0,0,3.680089353694807,0.7739592896825362,0
69,2,False,8,1,0.0,0,0,0,0,2,0,4.44699977686376,0.7279990132362095,69,2,False,8,1,0.0,0,0,0,0,2,0,4.44699977686376,0.7279990132362095,0
